index,Title,Time,Url,Body,summ,Location,latitude,longitude
1103,"5.7 Magnitude earthquake strikes near Salt Lake City, knocking out power",2020-03-18 14:06 UTC,https://kdvr.com/news/nationalworld-news/5-7-magnitude-earthquake-strikes-near-salt-lake-city-knocking-out-power/,"FOX31 Denver Please enter a search term. Please enter a search term.       (CNN) — A 5.7 magnitude earthquake shook Utah’s Salt Lake City area Wednesday morning, knocking out power in some areas, officials said.  “From what we have been able to determine, it doesn’t appear this was major shaking,” Utah’s Division of Emergency Management posted on Twitter shortly after the earthquake. Still, power has been knocked out in some areas, and aftershocks are likely, the division said. Details about the extent of the outages weren’t immediately available. At least six aftershocks had been recorded within 20 minutes of the main quake, according to the USGS. This is the state’s most powerful quake since 1992, when a magnitude 5.9 temblor struck the St. George area, the division said. Generally in Utah, earthquakes greater than magnitude 5 happen once every 10 years, and quakes greater than magnitude 6 happen once every 50 years, the USGS says. That statement takes into account instrumentation records dating back to 1962, and historical records dating back to the1850s, th USGS says. 
Submit 


 Δ Copyright 2023 Nexstar Media Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. Trademark and Copyright 2023 Cable News Network, Inc., a Time Warner Company. All rights reserved. Our expert shares tips for effectively and efficiently cleaning kids’ bedrooms and her top picks for products that help make children’s items cleaner and safer. Living an environmentally friendly lifestyle can be difficult when you can’t tell if a product is really green. Learn more here about how to avoid greenwashing. You should spend some time finding the perfect guinea pig cage and making sure it’s appropriate for your pets. Thanks for signing up! Watch for us in your inbox. Subscribe Now","FOX31 Denver Please enter a search term.
Please enter a search term.
Δ Copyright 2023 Nexstar Media Inc. All rights reserved.
All rights reserved.",Salt Lake City,40.7776,-111.9311
1104,SCDNR: 2.3 magnitude earthquake hits Summerville Sunday evening,2020-03-16 03:22 UTC,https://www.live5news.com/2020/03/16/scdnr-magnitude-earthquake-hits-summerville-sunday-evening/,"CHARLESTON, S.C. (WCSC) - The U.S. Geological Survey confirmed a 2.4-magnitude earthquake hit Summerville Sunday evening. Initial reports from the South Carolina Department of Natural Resources listed the quake as a 2.3-magnitude.  Dorchester County spokesperson Tiffany Norton said no damage has been reported. “An earthquake of this magnitude is often felt or heard near the epicenter but rarely results in damage,"" she said. ""A good reminder that it’s always earthquake season.” Copyright 2020 WCSC. All rights reserved.","“An earthquake of this magnitude is often felt or heard near the epicenter but rarely results in damage,"" she said.",Summerville,33.0016,-80.1799
1158,"Earthquake of 5.5 magnitude rattles Puerto Rico, damages buildings in city of Ponce",2020-05-02 16:14 UTC,https://kdvr.com/news/earthquake-of-5-5-magnitude-rattles-puerto-rico-damages-buildings-in-city-of-ponce/,"FOX31 Denver Please enter a search term. Please enter a search term.         (CNN) — A 5.5-magnitude earthquake was recorded off the waters of southern Puerto Rico early Saturday, rattling the city of Ponce, according to the US Geological Survey. Other earthquakes ranging from 3.4 to 4.9 on the Richter scale have hit the same area. No tsunami advisory has been issued. Ponce Mayor Maria “Mayita” Melendez said several buildings were damaged. Officials are assessing the quake’s effects and checking on citizens, she said. The Electric Energy Authority tweeted that its EcoElectrica power plant was offline, but crews were working to restore service. It was not clear how many residents had lost power. The Puerto Rican Water and Sewage Authority has inspected three dams on the island and found no damage, Gov. Wanda Vazquez Garced said in a tweet. “We emphasize the importance of remaining calm and urge everyone to always use a face covering when outside the home,” Vazquez said in a tweet in Spanish. Vazquez thanked FEMA officials and President Donald Trump, saying the island will “have all the resources it needs” in a tweet. The-CNN-Wire™ & © 2020 Cable News Network, Inc., a WarnerMedia Company. All rights reserved. 
Submit 


 Δ Copyright 2023 Nexstar Media Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. Trademark and Copyright 2023 Cable News Network, Inc., a Time Warner Company. All rights reserved. Our expert shares tips for effectively and efficiently cleaning kids’ bedrooms and her top picks for products that help make children’s items cleaner and safer. Living an environmentally friendly lifestyle can be difficult when you can’t tell if a product is really green. Learn more here about how to avoid greenwashing. You should spend some time finding the perfect guinea pig cage and making sure it’s appropriate for your pets. Thanks for signing up! Watch for us in your inbox. Subscribe Now Thanks for signing up! Watch for us in your inbox. Subscribe Now","FOX31 Denver Please enter a search term.
Please enter a search term.
All rights reserved.
Δ Copyright 2023 Nexstar Media Inc. All rights reserved.
All rights reserved.",Ponce,18.0127,-66.6212
1160,Magnitude 6.5 earthquake strikes in Idaho,2020-04-01 00:34 UTC,https://myfox8.com/news/magnitude-6-5-earthquake-strikes-in-idaho/,"FOX8 WGHP Please enter a search term. Please enter a search term. Magnitude 6.5 earthquake strikes in Idaho (USGS)    Magnitude 6.5 earthquake strikes in Idaho (USGS)    CUSTER COUNTY, Idaho — A massive earthquake shook central Idaho on Tuesday evening, according to the U.S. Geological Survey.  The magnitude-6.5 quake was centered 18.7 miles south-southeast of Stanley, Idaho, and 78.3 miles southwest of Boise, Idaho.   Thousands reported feeling shaking in the region.  
Submit 


 Δ Copyright 2023 Nexstar Media Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed.  Our expert shares tips for effectively and efficiently cleaning kids’ bedrooms and her top picks for products that help make children’s items cleaner and safer. Living an environmentally friendly lifestyle can be difficult when you can’t tell if a product is really green. Learn more here about how to avoid greenwashing. You should spend some time finding the perfect guinea pig cage and making sure it’s appropriate for your pets. Thanks for signing up! Watch for us in your inbox. Subscribe Now","Magnitude 6.5 earthquake strikes in Idaho (USGS)    Magnitude 6.5 earthquake strikes in Idaho (USGS)    CUSTER COUNTY, Idaho — A massive earthquake shook central Idaho on Tuesday evening, according to the U.S. Geological Survey.
The magnitude-6.5 quake was centered 18.7 miles south-southeast of Stanley, Idaho, and 78.3 miles southwest of Boise, Idaho.
Our expert shares tips for effectively and efficiently cleaning kids’ bedrooms and her top picks for products that help make children’s items cleaner and safer.",Boise,43.6005,-116.2308
1161,7.5-magnitude earthquake off Russia prompts tsunami watch in Hawaii,2020-03-25 03:28 UTC,https://www.8newsnow.com/news/7-5-magnitude-earthquake-off-russia-prompts-tsunami-watch-in-hawaii/,"KLAS Please enter a search term. Please enter a search term.       HONOLULU (KLAS) — A tsunami watch for Hawaii has been canceled following a strong 7.5-magnitude earthquake that struck off the coast of Russia. It occurred east of the Kuril Islands.    The National Weather Service says an investigation is underway to determine if there is a threat to Hawaii.  Copyright 2023 Nexstar Media Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. Our expert shares tips for effectively and efficiently cleaning kids’ bedrooms and her top picks for products that help make children’s items cleaner and safer. Living an environmentally friendly lifestyle can be difficult when you can’t tell if a product is really green. Learn more here about how to avoid greenwashing. You should spend some time finding the perfect guinea pig cage and making sure it’s appropriate for your pets.","KLAS Please enter a search term.
Our expert shares tips for effectively and efficiently cleaning kids’ bedrooms and her top picks for products that help make children’s items cleaner and safer.",Russia,40.2341,-84.4076
1162,"Earthquake shakes Utah, rattling frayed coronavirus nerves",2020-03-19 00:03 UTC,https://www.bostonglobe.com/news/nation/2020/03/18/earthquake-shakes-utah-rattling-frayed-coronavirus-nerves/TzfCxxG7Hr3kLrn3L37CfJ/story.html,"SALT LAKE CITY — A moderate earthquake Wednesday near Salt Lake City shut down a major air traffic hub, damaged a spire atop a temple and frightened millions of people already on edge from the coronavirus pandemic. There were no reports of injuries. The 5.7-magnitude quake just after 7 a.m. damaged the spire and statue atop the iconic Salt Lake Temple. Elsewhere, bricks were showered onto sidewalks and a chemical plume was released outside the city. The epicenter was just southwest of Salt Lake City, between the airport and Great Salt Lake. It was felt by about 2.8 million people who were already hunkered down inside their homes to prevent the spread of the coronavirus. Many ran outside in panic amid the shaking that lasted as long as 15 seconds. Advertisement ‘‘This is extremely bad timing, because we already have the coronavirus issue going on right now causing a lot of anxiety,” Governor Gary Herbert said. Planes were diverted from Salt Lake City International Airport and the control tower and concourses were evacuated. Far fewer people than normal were in the airport, due to the coronavirus precautions. On a typical travel day, the airport would have had about 24,000 people inside and more making connections. But there were just 9,000 on Wednesday, making an evacuation easier. airport executive director Bill Wyatt said. No runway damage was found and most of the damage in the terminal appeared to be caused by a broken water line, Wyatt said. Cargo and non-commercial flights resumed hours later, but commercial flights were delayed into the afternoon. At Salt Lake Temple, the trumpet held by the Angel Moroni fell from the statue at the top of the temple and stones were displaced from the spire. The temple is undergoing renovations and a seismic upgrade. Construction crews were sent home while the damage was assessed, church spokesman Daniel Woodruff said in a statement. Advertisement Associated Press Digital Access Home Delivery Gift Subscriptions Log In Manage My Account Customer Service Delivery Issues Feedback Help & FAQs Staff List Advertise Newsletters View the ePaper Order Back Issues News in Education Search the Archives Privacy Policy Terms of Service Terms of Purchase Work at Boston Globe Media","SALT LAKE CITY — A moderate earthquake Wednesday near Salt Lake City shut down a major air traffic hub, damaged a spire atop a temple and frightened millions of people already on edge from the coronavirus pandemic.
The 5.7-magnitude quake just after 7 a.m. damaged the spire and statue atop the iconic Salt Lake Temple.
Planes were diverted from Salt Lake City International Airport and the control tower and concourses were evacuated.",Salt Lake City,40.7776,-111.9311
1163,"Magnitude 5.7 earthquake rocks Utah, state's strongest since 1992",2020-03-18 13:51 UTC,https://6abc.com/magnitude-57-earthquake-rocks-utah/6024425/,"WATCH LIVE A magnitude 5.7 earthquake rocked parts of Utah, the state's strongest since 1992, ABC News reported. A 5.7-magnitude earthquake shook Salt Lake City and its suburbs early Wednesday, sending spooked residents fleeing their homes, knocking out power for tens of thousands and closing the city's airport. The epicenter was just southwest of Salt Lake City and about 2.8 million in the state probably felt the quake, the U.S. Geological Survey reported. There were no initial reports of major damage to buildings or injuries, said Utah Emergency Management spokesman Joe Dougherty. Operations at Salt Lake City International Airport came to a halt and the control tower and concourses were evacuated, the airport tweeted. The quake also shut down the light rail service for Salt Lake City and its suburbs. Residents reported feeling shaking across a 100-mile (160 kilometer) area, with the heaviest impact in Salt Lake County, officials said. Some residents ran from their homes and into the streets as they felt the earthquake shake buildings for 10 to 15 seconds. The quake knocked pictures from walls and dishes from shelves, and people reported feeling it in the neighboring states of Colorado, Idaho, Wyoming and Nevada. Gov. Gary Herbert warned people to stay away from downtown Salt Lake City while officials assess damage. About 55,000 people lost electricity in the Salt Lake City area, said utility Rocky Mountain Power. The road to the Salt Lake International Airport was closed and officials asked people not to head to the airport. It was the largest earthquake to hit Utah since a 5.9 magnitude quake shook southern Utah in 1992, according to Utah Emergency Management. Most shaking was reported in the Salt Lake County area, near the epicenter in the Salt Lake City suburb of Magna but the quake was felt 80 miles away (130 kilometers) in the Utah city of Logan.  Nonprofit organizes Food Truck Festival in Philadelphia 76ers finish sweep of Nets without Embiid in 96-88 win Woman's body found in rubble two days after fire in SW Philadelphia","A 5.7-magnitude earthquake shook Salt Lake City and its suburbs early Wednesday, sending spooked residents fleeing their homes, knocking out power for tens of thousands and closing the city's airport.
The epicenter was just southwest of Salt Lake City and about 2.8 million in the state probably felt the quake, the U.S. Geological Survey reported.
Most shaking was reported in the Salt Lake County area, near the epicenter in the Salt Lake City suburb of Magna but the quake was felt 80 miles away (130 kilometers) in the Utah city of Logan.",Salt Lake City,40.7776,-111.9311
1164,"Magnitude 5.7 earthquake rocks Utah, state's strongest since 1992",2020-03-18 13:51 UTC,https://abc7.com/magnitude-57-earthquake-rocks-utah/6024425/,"WATCH LIVE A magnitude 5.7 earthquake rocked parts of Utah, the state's strongest since 1992, ABC News reported. A 5.7-magnitude earthquake shook Salt Lake City and its suburbs early Wednesday, sending spooked residents fleeing their homes, knocking out power for tens of thousands and closing the city's airport. The epicenter was just southwest of Salt Lake City and about 2.8 million in the state probably felt the quake, the U.S. Geological Survey reported. There were no initial reports of major damage to buildings or injuries, said Utah Emergency Management spokesman Joe Dougherty. Operations at Salt Lake City International Airport came to a halt and the control tower and concourses were evacuated, the airport tweeted. The quake also shut down the light rail service for Salt Lake City and its suburbs. Residents reported feeling shaking across a 100-mile (160 kilometer) area, with the heaviest impact in Salt Lake County, officials said. Some residents ran from their homes and into the streets as they felt the earthquake shake buildings for 10 to 15 seconds. The quake knocked pictures from walls and dishes from shelves, and people reported feeling it in the neighboring states of Colorado, Idaho, Wyoming and Nevada. Gov. Gary Herbert warned people to stay away from downtown Salt Lake City while officials assess damage. About 55,000 people lost electricity in the Salt Lake City area, said utility Rocky Mountain Power. The road to the Salt Lake International Airport was closed and officials asked people not to head to the airport. It was the largest earthquake to hit Utah since a 5.9 magnitude quake shook southern Utah in 1992, according to Utah Emergency Management. Most shaking was reported in the Salt Lake County area, near the epicenter in the Salt Lake City suburb of Magna but the quake was felt 80 miles away (130 kilometers) in the Utah city of Logan.  Anaheim parents demand change after school principal is assaulted Belgium destroys American beer shipment after taking issue with slogan Woman fatally struck by large rock while driving","A 5.7-magnitude earthquake shook Salt Lake City and its suburbs early Wednesday, sending spooked residents fleeing their homes, knocking out power for tens of thousands and closing the city's airport.
The epicenter was just southwest of Salt Lake City and about 2.8 million in the state probably felt the quake, the U.S. Geological Survey reported.
Most shaking was reported in the Salt Lake County area, near the epicenter in the Salt Lake City suburb of Magna but the quake was felt 80 miles away (130 kilometers) in the Utah city of Logan.",Salt Lake City,40.7776,-111.9311
1165,"Magnitude 5.7 earthquake rocks Utah, state's strongest since 1992",2020-03-18 13:51 UTC,https://abc7news.com/magnitude-57-earthquake-rocks-utah/6024425/,"WATCH LIVE A magnitude 5.7 earthquake rocked parts of Utah, the state's strongest since 1992, ABC News reported. A 5.7-magnitude earthquake shook Salt Lake City and its suburbs early Wednesday, sending spooked residents fleeing their homes, knocking out power for tens of thousands and closing the city's airport. The epicenter was just southwest of Salt Lake City and about 2.8 million in the state probably felt the quake, the U.S. Geological Survey reported. There were no initial reports of major damage to buildings or injuries, said Utah Emergency Management spokesman Joe Dougherty. Operations at Salt Lake City International Airport came to a halt and the control tower and concourses were evacuated, the airport tweeted. The quake also shut down the light rail service for Salt Lake City and its suburbs. Residents reported feeling shaking across a 100-mile (160 kilometer) area, with the heaviest impact in Salt Lake County, officials said. Some residents ran from their homes and into the streets as they felt the earthquake shake buildings for 10 to 15 seconds. The quake knocked pictures from walls and dishes from shelves, and people reported feeling it in the neighboring states of Colorado, Idaho, Wyoming and Nevada. Gov. Gary Herbert warned people to stay away from downtown Salt Lake City while officials assess damage. About 55,000 people lost electricity in the Salt Lake City area, said utility Rocky Mountain Power. The road to the Salt Lake International Airport was closed and officials asked people not to head to the airport. It was the largest earthquake to hit Utah since a 5.9 magnitude quake shook southern Utah in 1992, according to Utah Emergency Management. Most shaking was reported in the Salt Lake County area, near the epicenter in the Salt Lake City suburb of Magna but the quake was felt 80 miles away (130 kilometers) in the Utah city of Logan.  Google 'committed' to massive complex in downtown San Jose Bay Area mom accused in teen party scandal called a 'predator' Thieves hit fire-damaged SF apartment 2 days in a row","A 5.7-magnitude earthquake shook Salt Lake City and its suburbs early Wednesday, sending spooked residents fleeing their homes, knocking out power for tens of thousands and closing the city's airport.
Residents reported feeling shaking across a 100-mile (160 kilometer) area, with the heaviest impact in Salt Lake County, officials said.
Most shaking was reported in the Salt Lake County area, near the epicenter in the Salt Lake City suburb of Magna but the quake was felt 80 miles away (130 kilometers) in the Utah city of Logan.",Salt Lake City,40.7776,-111.9311
1166,Magnitude 5.8 earthquake strikes off Northern California coast,2020-03-09 17:01 UTC,https://www.cnn.com/2020/03/09/us/northern-california-5-8-earthquake/index.html,"
      A preliminary 5.8 magnitude earthquake struck off the coast of northern California Sunday night, according to the US Geological Survey.
   
      The quake occurred near Petrolia, California, the agency said.
   
      There were no immediate reports of damage. No tsunami warnings or watches have been issues as a result, according to the Tsunami Warning Center. 
    © 2023 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 2016 Cable News Network.","A preliminary 5.8 magnitude earthquake struck off the coast of northern California Sunday night, according to the US Geological Survey.",California,38.2969,-76.4949
1196,Eureka earthquake: Magnitude 5.9 quake strikes off Northern California coast,2020-03-09 03:58 UTC,https://abc7news.com/weather/magnitude-59-quake-strikes-off-norcal-coast/5996381/,"WATCH LIVE A 5.9 magnitude earthquake struck off the Eureka coast and people as far away as San Francisco and Marin County say they felt some shaking. EUREKA, Calif. (KGO) -- A 5.9 magnitude earthquake struck near Eureka Sunday night, according to USGS.   It was a shallow earthquake, with a depth of about a mile, meaning people could really feel the shaking in the nearby coastal cities. Light to moderate shaking was reported as far from the area as San Francisco, Marin County, and even some parts of the East Bay. Watch the video posted above for more information and graphics about this earthquake. Go here for the latest news, stories, and videos about earthquakes. Google 'committed' to massive complex in downtown San Jose Bay Area mom accused in teen party scandal called a 'predator' Thieves hit fire-damaged SF apartment 2 days in a row",WATCH LIVE A 5.9 magnitude earthquake struck off the Eureka coast and people as far away as San Francisco and Marin County say they felt some shaking.,San Francisco,37.7558,-122.4449
1201,"5.4 earthquake strikes Puerto Rico, with some reports of damage",2020-05-02 14:28 UTC,https://abc13.com/society/quake-hits-near-puerto-rico-some-reports-of-damage/6144982/,"WATCH LIVE Video shows the damage from a 5.5-magnitude earthquake that hit near southern Puerto Rico on Saturday. SAN JUAN, Puerto Rico -- A 5.4-magnitude earthquake hit near southern Puerto Rico on Saturday, briefly knocking out power and jolting many from their beds on an island where some people still remain in shelters from previous quakes earlier this year. There were no immediate reports of casualties. The U.S. Geological Survey said the quake hit at a shallow depth of 5.6 miles (nine kilometers) near the city of Ponce and the towns of Guanica and Guayanilla, where hundreds of homes were destroyed by a quake in early January that killed one person and caused millions of dollars in damage. Reports of damage were still trickling in on Saturday, with at least one second-story balcony crashing in the southern city of Ponce, spokeswoman Inés Rivera told The Associated Press. Meanwhile, cracks in homes were reported in Guayanilla. ""Everything shook really hard,"" spokesman Danny Hernández said by phone. Meanwhile, in Guánica, Mayor Santos Seda told the AP that no major damage has been reported so far, but noted that between five to 10 people remain in a shelter since the 6.4-magnitude quake that hit in January. ""Thank God everyone is OK,"" he said. ""The infrastructure is already weak."" Several aftershocks hit Puerto Rico's southern region, including a 4.9-magnitude one. Víctor Huérfano, director of Puerto Rico's Seismic Network, said in a phone interview that while it's understandable many people are afraid and surprised by the most recent earthquake, it's not unusual given the seismic activity that began in the region in late December. ""In the long run, it's decreasing, but you can have peaks,"" he said, adding that he expects strong aftershocks to continue. The earthquake struck as Puerto Ricans are ordered to remain home as part of a two-month lockdown to help curb coronavirus cases. Gov. Wanda Vázquez tweeted that rescue crews were fanning out across the area and that she would shortly be traveling there to meet with those affected in person. ""If your infrastructure is damaged, you must leave with your face mask on and your emergency backpack,"" she said as she urged people to remain calm. But nerves are already frayed in many parts of the island as Puerto Rico continues to recover from Hurricane Maria, a string of strong earthquakes and the coronavirus. Silvestre Alicea, a 67-year-old man who moved back to Puerto Rico from New York upon retiring, lost his home in January's earthquake and is still living with his sister in Guanica. ""This is unreal,"" he said, adding that some neighbors have left the area to stay with relatives elsewhere and that many, including a security guard who worked all night, are now sitting nervously in their balconies. ""He hasn't slept.""  Worker injured during accident involving power lines, deputies say Cruise line let passenger's body decompose, lawsuit says Houston man indicted for alleged threat to kill US Rep. Waters","WATCH LIVE Video shows the damage from a 5.5-magnitude earthquake that hit near southern Puerto Rico on Saturday.
SAN JUAN, Puerto Rico -- A 5.4-magnitude earthquake hit near southern Puerto Rico on Saturday, briefly knocking out power and jolting many from their beds on an island where some people still remain in shelters from previous quakes earlier this year.
The U.S. Geological Survey said the quake hit at a shallow depth of 5.6 miles (nine kilometers) near the city of Ponce and the towns of Guanica and Guayanilla, where hundreds of homes were destroyed by a quake in early January that killed one person and caused millions of dollars in damage.",San Juan,18.3985,-66.061
1202,3.7-magnitude earthquake hits View Park-Windsor Hills area of Los Angeles overnight,2020-04-22 15:34 UTC,https://abc7news.com/37-magnitude-quake-hits-la-overnight/6122109/,"WATCH LIVE A 3.7-magnitude earthquake struck the View Park-Windsor Hills area of Los Angeles early Wednesday morning, according to the U.S. Geological Survey. LOS ANGELES -- A 3.7-magnitude earthquake struck the View Park-Windsor Hills area of Los Angeles early Wednesday morning, according to the U.S. Geological Survey.  People felt significant rattling and shaking due to the earthquake in various parts of L.A. According to a USGS map, the shaking was felt over an area stretching from the San Fernando Valley to Anaheim, and from Camarillo to San Bernardino. The Los Angeles Fire Department had been activated to conduct its routine survey of the city to assess for any damage, Mayor Eric Garcetti said on Twitter. LAFD later said it had not found earthquake-related damage. There were no immediate reports of damage in the area. The quake was also felt at LAX, where crews were checking airport facilities, but operations were not impacted. See more stories on earthquakes here. Google 'committed' to massive complex in downtown San Jose Bay Area mom accused in teen party scandal called a 'predator' Thieves hit fire-damaged SF apartment 2 days in a row","WATCH LIVE A 3.7-magnitude earthquake struck the View Park-Windsor Hills area of Los Angeles early Wednesday morning, according to the U.S. Geological Survey.",Los Angeles,34.1141,-118.4068
1206,Nevada Rattled by Magnitude 6.4 Earthquake,2020-05-15 13:10 UTC,https://www.theepochtimes.com/nevada-rattled-by-magnitude-6-4-earthquake_3352136.html,"Western Nevada was rattled by a powerful magnitude 6.4 earthquake early Friday. Tremors were also reported in parts of California and Utah. The massive quake initially struck about 35 miles west of Tonopah in Nevada around 4 a.m., just east of the Sierra Nevada range, The Associated Press reported. The initial earthquake struck about 4.7 miles deep, according to the U.S. Geological Service. At least six sizable aftershocks were recorded shortly thereafter, including two with estimated magnitudes of 5.4. The quake quickly became a trending topic on social media. Residents from Salt Lake City and California’s Central Valley also felt the quake and quickly posted about it. Reporter Anthony Bailey wrote in the caption of a video he posted on Twitter, “Studio lights sway as a 6.4 earthquake strikes near Tonopah, Nevada.” A Fresno resident—a major city in California of almost half a million people and approximately 140 miles from the initial quake—posted that the earthquake woke her up.   — Seannon Jones (@_jonesstyle_) May 15, 2020  
According to the National Earthquake Information Center, California generally gets two or three earthquakes with a magnitude of 5.5 and higher every year.
These earthquakes are considered large enough to cause moderate damage to buildings and infrastructure in the state.
The strongest earthquake to hit the state on record measured 7.9 in magnitude and hit near Fort Tejon in 1857, leaving a surface rupture scar over 217 miles in length along the San Andreas fault.
Katabella Roberts and The Associated Press contributed to this report.
From NTD News
 According to the National Earthquake Information Center, California generally gets two or three earthquakes with a magnitude of 5.5 and higher every year. These earthquakes are considered large enough to cause moderate damage to buildings and infrastructure in the state. The strongest earthquake to hit the state on record measured 7.9 in magnitude and hit near Fort Tejon in 1857, leaving a surface rupture scar over 217 miles in length along the San Andreas fault. Katabella Roberts and The Associated Press contributed to this report. From NTD News Share this with everyone!","The massive quake initially struck about 35 miles west of Tonopah in Nevada around 4 a.m., just east of the Sierra Nevada range, The Associated Press reported.
Reporter Anthony Bailey wrote in the caption of a video he posted on Twitter, “Studio lights sway as a 6.4 earthquake strikes near Tonopah, Nevada.” A Fresno resident—a major city in California of almost half a million people and approximately 140 miles from the initial quake—posted that the earthquake woke her up.
The strongest earthquake to hit the state on record measured 7.9 in magnitude and hit near Fort Tejon in 1857, leaving a surface rupture scar over 217 miles in length along the San Andreas fault.",Fresno,36.783,-119.7939
1209,Eureka earthquake: Magnitude 5.8 quake strikes off Northern California coast,2020-03-09 04:39 UTC,https://abc7.com/weather/magnitude-58-quake-strikes-off-norcal-coast/5996420/,"WATCH LIVE A 5.9 magnitude earthquake struck off the Eureka coast and people as far away as San Francisco and Marin County say they felt some shaking. EUREKA, Calif. -- A 5.8 magnitude earthquake struck near Eureka Sunday night, according to the U.S. Geological Survey.  It was a shallow earthquake, with a depth of about a mile, meaning people could really feel the shaking in the nearby coastal cities. Light to moderate shaking was reported as far from the area as San Francisco, Marin County and even some parts of the East Bay. There were no immediate reports of damage due to the earthquake. Anaheim parents demand change after school principal is assaulted Belgium destroys American beer shipment after taking issue with slogan Woman fatally struck by large rock while driving",WATCH LIVE A 5.9 magnitude earthquake struck off the Eureka coast and people as far away as San Francisco and Marin County say they felt some shaking.,San Francisco,37.7558,-122.4449
1246,3.7-magnitude earthquake hits View Park-Windsor Hills area of Los Angeles,2020-04-22 08:27 UTC,https://abc7.com/37-magnitude-quake-hits-view-park-windsor-hills-area-of-la/6121407/,"WATCH LIVE A 3.7-magnitude earthquake struck the View Park-Windsor Hills area of Los Angeles early Wednesday morning, according to the U.S. Geological Survey. A 3.7-magnitude earthquake struck the View Park-Windsor Hills area of Los Angeles early Wednesday morning, according to the U.S. Geological Survey. LOS ANGELES (KABC) -- A 3.7-magnitude earthquake struck the View Park-Windsor Hills area of Los Angeles early Wednesday morning, according to the U.S. Geological Survey.  People felt significant rattling and shaking due to the earthquake in various parts of L.A. According to a USGS map, the shaking was felt over an area stretching from the San Fernando Valley to Anaheim, and from Camarillo to San Bernardino. The Los Angeles Fire Department had been activated to conduct its routine survey of the city to assess for any damage, Mayor Eric Garcetti said on Twitter. LAFD later said it had not found earthquake-related damage. There were no immediate reports of damage in the area. The quake was also felt at LAX, where crews were checking airport facilities, but operations were not impacted. Anaheim parents demand change after school principal is assaulted Belgium destroys American beer shipment after taking issue with slogan Woman fatally struck by large rock while driving","A 3.7-magnitude earthquake struck the View Park-Windsor Hills area of Los Angeles early Wednesday morning, according to the U.S. Geological Survey.",Los Angeles,34.1141,-118.4068
1429,Nevada earthquake: Reports say magnitude-6.4 quake felt in California,2020-05-15 11:51 UTC,https://abc7news.com/magnitude-64-earthquake-rocks-western-nevada-/6185054/,WATCH VIDEOS The page you requested was not found. You may have followed an old link or typed the address incorrectly. We've also been doing some house cleaning so the page may have been moved or removed. Please try searching for what you are looking for or you could go to the home page and start from there. Or you may be interested in today's top stories.,WATCH VIDEOS The page you requested was not found.,California,38.2969,-76.4949
1433,Nevada earthquake: Reports say magnitude-6.4 quake felt in California,2020-05-15 12:23 UTC,https://6abc.com/magnitude-64-earthquake-rocks-western-nevada-/6185054/,"WATCH LIVE TONOPAH, Nev. -- The U.S. Geological Service is reporting that a magnitude-6.4 earthquake struck in remote western Nevada early Friday.  The initial quake struck about 4.7 miles (7.6 kilometers) deep, the USGS said, and at least six sizable aftershocks were recorded shortly thereafter, including two with estimated magnitudes of 5.4. People from Salt Lake City, Utah, to California's Central Valley tweeted that they felt the quake. Nonprofit opens 1st mobile hygiene facility for homeless people in Del Nonprofit organizes Food Truck Festival in Philadelphia 76ers finish sweep of Nets without Embiid in 96-88 win","The initial quake struck about 4.7 miles (7.6 kilometers) deep, the USGS said, and at least six sizable aftershocks were recorded shortly thereafter, including two with estimated magnitudes of 5.4.",California,38.2969,-76.4949
